name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston	, Texas",2023-05-28,86.3,73.2,79.4,86.3,73.2,79.7,63.5,59.4,0,0,0,,0,0,21.9,15.7,153.6,1014.6,50.9,9.8,188.1,16.4,9,10,2023-05-28T06:22:37,2023-05-28T20:15:16,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-29,84.6,74.5,79,86.2,74.5,79.7,66.8,67.5,0.078,100,8.33,rain,0,0,19.7,12,127.3,1013.1,67.3,9.6,92.6,8,5,30,2023-05-29T06:22:18,2023-05-29T20:15:50,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-30,87.4,71.4,79.3,87.7,71.4,79.8,65.1,63.8,0.002,100,8.33,rain,0,0,23,14.9,129.3,1012.1,49.3,9.8,170.4,14.7,7,30,2023-05-30T06:22:02,2023-05-30T20:16:22,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-31,84.7,73.4,79.3,87,73.4,80.2,66.7,66.6,0.003,100,8.33,rain,0,0,20.8,13.8,140,1012.1,54.7,9.8,160,13.7,8,30,2023-05-31T06:21:46,2023-05-31T20:16:55,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-01,87.9,73.1,80.3,88.4,73.1,81,66,64.2,0,0,0,,0,0,21.8,13.8,152.3,1011.9,45.7,9.9,192.3,16.5,9,10,2023-06-01T06:21:32,2023-06-01T20:17:26,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-02,88.5,74.7,80.9,90.6,74.7,82,67,64.1,0.006,100,4.17,rain,0,0,19.7,12.5,158.9,1011.8,45.1,9.6,132.1,11.4,8,10,2023-06-02T06:21:19,2023-06-02T20:17:57,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-03,91.6,73.5,82.3,91.9,73.5,83,65.8,60.2,0,0,0,,0,0,19.7,13.7,222.1,1009.7,51.4,9.9,238.3,20.6,9,30,2023-06-03T06:21:08,2023-06-03T20:18:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-04,84.3,67,75.8,85.8,67,76.2,64.4,69.2,0.244,100,20.83,rain,0,0,38.3,20.2,330.5,1010.4,52.4,9.2,143.2,12.3,7,30,2023-06-04T06:20:58,2023-06-04T20:18:57,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-05,87.8,70.2,75.6,88.7,70.2,76,66.1,74,0.28,100,16.67,rain,0,0,44.7,15.7,352.2,1011.6,44.3,9.8,146.4,12.6,10,30,2023-06-05T06:20:50,2023-06-05T20:19:26,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-06,87,69.9,74.9,88.7,69.9,75.1,67.8,80,0.006,100,8.33,rain,0,0,31.1,17.2,87.3,1012.2,50.8,8.8,148.8,12.7,9,30,2023-06-06T06:20:43,2023-06-06T20:19:54,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-07,89.6,72.9,79.9,90.4,72.9,80.8,66.9,66.7,0.093,100,8.33,rain,0,0,33.3,9,295.5,1010.5,54,9.7,188.7,16.1,9,30,2023-06-07T06:20:37,2023-06-07T20:20:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-08,89.2,70.1,78.5,91.4,70.1,79.5,67.8,71.3,0.277,100,12.5,rain,0,0,47.2,20.3,267.8,1009.9,47,9.5,168.1,14.4,9,60,2023-06-08T06:20:32,2023-06-08T20:20:48,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-09,92.2,74.1,82.4,94.5,74.1,84.5,68.3,64.9,0,0,0,,0,0,24.2,18.8,190.8,1010.3,28.3,9.9,160,13.9,9,60,2023-06-09T06:20:30,2023-06-09T20:21:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-10,91,70.9,82.7,97.3,70.9,86,71.5,70.7,0.004,100,12.5,rain,0,0,51.4,26.7,195.9,1009.4,48.8,9.9,149.6,13.1,6,75,2023-06-10T06:20:28,2023-06-10T20:21:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-11,91.7,71.7,82.7,97.6,71.7,86.3,70.4,68,0.004,100,4.17,rain,0,0,30,17.6,188,1009.5,36.4,9.9,214.2,18.3,9,100,2023-06-11T06:20:28,2023-06-11T20:22:03,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-12,93.9,76.9,83.9,101,76.9,88.6,74,74,0,0,0,,0,0,28.9,17,179.8,1010.5,40.9,9.9,206.5,17.6,9,75,2023-06-12T06:20:29,2023-06-12T20:22:25,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-13,91.6,77.2,83.4,98,77.2,87.4,73.3,73.5,0,0,0,,0,0,27.7,21.5,160.9,1009.7,56,9.9,215.2,18.6,9,75,2023-06-13T06:20:31,2023-06-13T20:22:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-14,91.7,78.9,84.5,101,78.9,90.3,74.8,74.3,0,0,0,,0,0,25.3,18,179.6,1007.2,71.7,8.7,191,16.7,9,75,2023-06-14T06:20:35,2023-06-14T20:23:08,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-15,95.4,80.7,86.3,104.8,88.2,95.5,76.3,74.3,0,0,0,,0,0,24.7,15.9,185.7,1007.6,51,8.2,232.9,20.3,9,100,2023-06-15T06:20:40,2023-06-15T20:23:28,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-16,93.5,80.7,86.4,106.9,88.4,96.8,76.8,74.5,0,0,0,,0,0,25,18.7,179.6,1009.9,59.4,8.6,189.3,16.2,8,100,2023-06-16T06:20:46,2023-06-16T20:23:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-17,95.3,80.8,86.5,108.4,87.6,96.7,76.8,74.4,0,0,0,,0,0,21.9,15.6,187.7,1010.5,53.2,9.2,182.4,15.7,8,100,2023-06-17T06:20:53,2023-06-17T20:24:05,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-18,95.6,80.7,86.5,103.3,88.2,95.6,76.1,73.6,0,0,0,,0,0,26.5,17.6,191.6,1008.3,53.7,9.4,220.7,19,9,100,2023-06-18T06:21:02,2023-06-18T20:24:21,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-19,95.5,80.7,87.1,105.9,88.3,97.2,76.5,73,0,0,0,,0,0,28.5,15.9,197.2,1009.2,30.8,8.9,218.9,18.7,9,100,2023-06-19T06:21:12,2023-06-19T20:24:37,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-20,95.6,82.6,87.6,105.5,91.3,97.5,76,70.8,0,0,0,,0,0,23,13.9,180.2,1008.8,46.3,8.4,222.7,19.2,9,100,2023-06-20T06:21:23,2023-06-20T20:24:51,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-21,98.3,76.6,86.6,108.4,76.6,95.6,75.8,72.6,0.186,100,8.33,rain,0,0,50.7,23,169.2,1008.3,48.5,8.7,198.2,16.9,8,100,2023-06-21T06:21:36,2023-06-21T20:25:04,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-22,95.7,77,85.4,104.2,77,91,73.1,68.4,0.004,100,4.17,rain,0,0,26.1,15.7,151.3,1009.3,24.3,9.9,197.2,17.2,9,100,2023-06-22T06:21:49,2023-06-22T20:25:16,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-23,96.2,80.7,86.8,106.6,88.5,96.5,76.3,73.4,0.257,100,12.5,rain,0,0,28.7,22.8,159.8,1012.7,69,8.9,221.6,19,9,100,2023-06-23T06:22:04,2023-06-23T20:25:27,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-24,95.2,80.8,86.6,103.5,88.1,95.7,75.9,72.9,0,0,0,,0,0,30,18.5,185.2,1013.7,46.7,9.8,207.7,17.8,9,75,2023-06-24T06:22:19,2023-06-24T20:25:37,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-25,95.3,80.7,86.6,105.7,88.2,96.3,76.4,73.8,0,0,0,,0,0,21.9,13.9,197.9,1013.3,45.3,9.8,197.2,16.9,9,75,2023-06-25T06:22:36,2023-06-25T20:25:45,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-26,95.2,80.7,86.5,104.4,87.7,94.5,75.1,71.4,0,0,0,,0,0,27.8,19.1,192.5,1013,44.5,9.7,214.8,18.6,8,60,2023-06-26T06:22:54,2023-06-26T20:25:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-27,97,80.7,87,105.9,87.3,95.2,75.1,70.8,0,0,0,,0,0,23,11.4,206.2,1012.5,41.7,9.7,228.3,19.6,9,60,2023-06-27T06:23:12,2023-06-27T20:25:57,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-28,97,80.6,86.9,104,87,94.4,74.3,69.1,0,0,0,,0,0,25.3,16.9,185.7,1013.2,32,9.9,202.1,17.4,9,75,2023-06-28T06:23:32,2023-06-28T20:26:01,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-29,95.5,80.5,86.5,102.2,86.9,93.6,74,68.7,0,0,0,,0,0,25.3,17.3,181.7,1014.1,18.9,9.9,153,13.2,9,60,2023-06-29T06:23:53,2023-06-29T20:26:04,0.38,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-06-30,95.9,80.5,86.4,102.6,86.9,93.7,74.2,69.5,0,0,0,,0,0,26.4,18.4,168.5,1014.4,20,9.9,212.7,18.3,9,60,2023-06-30T06:24:15,2023-06-30T20:26:06,0.41,Clear,Partly cloudy throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-01,98,80.5,87.6,105.2,86.1,94.9,73.4,65.5,0,0,0,,0,0,20.8,13.7,173.5,1014.2,18.4,9.9,184.8,15.8,8,60,2023-07-01T06:24:37,2023-07-01T20:26:06,0.44,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-02,95.3,80.6,84.8,101.1,84.7,92,74.4,72.7,0.056,100,8.33,rain,0,0,29.8,12.3,228.4,1013.1,52.7,9.8,130.9,11.2,6,75,2023-07-02T06:25:00,2023-07-02T20:26:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-03,95.9,80.4,86.2,102.8,85.4,92.6,73.1,67.3,0,0,0,,0,0,24.2,18.6,157.8,1013.2,43.4,9.9,155,13.4,8,75,2023-07-03T06:25:25,2023-07-03T20:26:02,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-04,90.3,80.6,84.8,99.4,86.6,92.4,74.7,72.9,0.15,100,12.5,rain,0,0,20.8,14.1,160.1,1015.1,36.8,9.9,125.1,10.9,7,75,2023-07-04T06:25:50,2023-07-04T20:25:58,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-05,91.7,79.1,83.8,98.6,79.1,90.5,74.5,74.8,0.026,100,8.33,rain,0,0,40.9,26.6,157.9,1016.1,38,9.8,99.4,8.5,9,75,2023-07-05T06:26:16,2023-07-05T20:25:52,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-06,84.5,73.7,78.8,93,73.7,80.4,73.9,85.4,0.37,100,33.33,rain,0,0,29.8,14.4,174.7,1016,34.4,8.9,46.2,3.9,1,60,2023-07-06T06:26:42,2023-07-06T20:25:45,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-07,88.7,75.7,81,97.1,75.7,84.2,74.2,80.7,0.15,100,20.83,rain,0,0,33.2,16.4,156.4,1014.3,53.5,9.4,101.5,8.6,8,30,2023-07-07T06:27:09,2023-07-07T20:25:37,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-08,89.9,77,83.5,102,77,90,75.7,78.4,0.135,100,8.33,rain,0,0,20.8,13.1,170.1,1013.2,29.4,9.8,163.3,14,9,60,2023-07-08T06:27:37,2023-07-08T20:25:27,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-09,94.3,80.5,86.1,106.6,87.9,95.4,76.4,74.7,0,0,0,,0,0,23,14.2,200.1,1012.4,54.8,9.8,199.4,17.2,9,75,2023-07-09T06:28:06,2023-07-09T20:25:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,72244012918,KMCJ,72243012960,D0326"
"Houston	, Texas",2023-07-10,96.2,80.4,86.6,108.5,86.7,95.7,75.9,72.6,0,0,0,,0,0,25.1,19.4,190.9,1013.4,55.8,9.3,169,14.6,9,75,2023-07-10T06:28:35,2023-07-10T20:25:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-11,95.3,80.7,86.7,106.6,87.7,96.4,76.4,73.4,0,0,0,,0,0,24.4,16.5,201.9,1014,56,9.6,178.4,15.4,10,75,2023-07-11T06:29:05,2023-07-11T20:24:49,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-12,95.9,80.7,86.8,105.9,88.3,96.6,76.5,73.7,0,0,0,,0,0,34.2,25.3,187.2,1013.1,54.9,9.4,211.8,18.4,10,75,2023-07-12T06:29:35,2023-07-12T20:24:34,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-13,97.1,80.8,87.4,104.9,88.7,96.6,75.7,71,0,0,0,,0,0,35.8,18.1,189.6,1012.3,48.8,9.6,227.8,19.7,9,75,2023-07-13T06:30:06,2023-07-13T20:24:17,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-14,95.3,80.7,86.9,104,88.4,95.7,75.7,71.8,0,0,0,,0,0,26.2,19.3,184.3,1012.8,43.1,9.4,178.9,15.4,10,75,2023-07-14T06:30:38,2023-07-14T20:23:58,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-15,97.1,80.7,87.6,102.4,87.7,95.7,74.8,69.5,0,0,0,,0,0,23,15.3,201.6,1014,28.8,9.3,216,18.5,9,75,2023-07-15T06:31:10,2023-07-15T20:23:38,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-16,98.7,80.4,87.5,106.7,87.2,95.5,74.6,69.4,0,0,0,,0,0,23,14.9,220.3,1015.6,26,8.6,226,19.4,9,75,2023-07-16T06:31:42,2023-07-16T20:23:17,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-17,98.5,80.4,87.6,105.1,85.7,95.2,73.8,66.5,0,0,0,,0,0,25.3,18,193.8,1016.1,17.6,9.3,226.9,19.7,9,75,2023-07-17T06:32:15,2023-07-17T20:22:54,0,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-18,98.6,80.6,87.1,108.7,87.3,95.2,74.8,70,0,0,0,,0,0,26.4,18.1,193,1016.4,28.4,9.6,203.3,17.5,9,100,2023-07-18T06:32:48,2023-07-18T20:22:30,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-19,98.1,80.6,87.2,104.6,87.3,94.9,74.5,69.2,0,0,0,,0,0,29.4,18.2,178.7,1017.5,23.7,9.5,201.8,17.2,9,75,2023-07-19T06:33:21,2023-07-19T20:22:05,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-20,97.6,80.4,86.7,101.8,86.7,93.2,73.2,67.3,0,0,0,,0,0,26.4,19.8,169.1,1017.4,22.7,9.8,220,19,9,60,2023-07-20T06:33:55,2023-07-20T20:21:38,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-21,98.5,80.4,86.8,105.7,85.9,94.3,74,67.8,0,0,0,,0,0,26.4,16.2,201,1014.7,35.6,9.9,216.2,18.7,9,75,2023-07-21T06:34:29,2023-07-21T20:21:09,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-22,99.3,80.7,88.5,104.7,87.3,95.8,73.3,64.5,0,0,0,,0,0,18.3,14.2,249.1,1013.2,45.8,9.9,244.3,21.2,9,75,2023-07-22T06:35:03,2023-07-22T20:20:39,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-23,96.2,77.3,84.6,103.2,77.3,88.9,71.1,65.2,0.001,100,4.17,rain,0,0,35.6,16.9,162.6,1015,45.1,9.9,124.5,10.6,9,60,2023-07-23T06:35:37,2023-07-23T20:20:08,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-24,94.3,80.2,86.6,101.4,84.2,93.6,73.2,66.1,0,0,0,,0,0,24.2,15.8,158.7,1018.1,52.5,9.9,165.4,14.3,10,60,2023-07-24T06:36:12,2023-07-24T20:19:36,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-25,93.4,80.2,86.2,99.5,85.7,93.4,73.8,68.5,0.13,100,8.33,rain,0,0,40.3,17.6,161.8,1018.8,43.7,9.9,212.3,18.4,10,75,2023-07-25T06:36:47,2023-07-25T20:19:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-26,96.7,80.3,86.6,101.2,85.6,92.7,72.3,65.6,0,0,0,,0,0,30,18.8,175.5,1017.6,19.7,9.3,221.1,19,9,75,2023-07-26T06:37:22,2023-07-26T20:18:27,0.3,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-27,93.2,80.3,86,97.3,85.5,91.7,72,64.9,0,0,0,,0,0,22.2,18.2,155.1,1017,18.2,9.3,127.1,10.7,8,60,2023-07-27T06:37:57,2023-07-27T20:17:50,0.33,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-28,95,80.2,85.6,99,84.6,90.4,70.8,63.3,0.026,100,4.17,rain,0,0,24.2,17.4,155.9,1017.5,33.8,9.6,168,14.5,9,30,2023-07-28T06:38:33,2023-07-28T20:17:12,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-29,95.8,80.3,86.2,100.1,85.3,91.9,71.9,64.7,0,0,0,,0,0,23,19.9,172.1,1018.5,46.7,9.7,199.7,17.1,10,60,2023-07-29T06:39:08,2023-07-29T20:16:33,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-30,98.4,80.4,87.5,102.9,85.7,94,72.8,64.4,0,0,0,,0,0,20.8,15.5,198.8,1017.5,29.4,9.9,221.6,19.1,9,60,2023-07-30T06:39:43,2023-07-30T20:15:53,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-07-31,100,80.5,89.1,105.7,86.1,95.5,72,60.2,0,0,0,,0,0,18.3,15.6,200.5,1016.3,39,9.9,197.5,17,9,60,2023-07-31T06:40:19,2023-07-31T20:15:11,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-01,99.6,82.4,88.7,106.5,89.6,96.6,73.4,63,0,0,0,,0,0,21.9,14.4,193.8,1016.5,38.6,9.9,186.7,16.2,9,60,2023-08-01T06:40:54,2023-08-01T20:14:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-02,98.9,80.4,88.4,102.4,85.7,94.4,71.6,61.2,0,0,0,,0,0,23,17.6,164.5,1016.4,21.5,9.9,217.7,18.6,9,60,2023-08-02T06:41:30,2023-08-02T20:13:44,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-03,98.5,82.2,88.1,107.2,90.5,96.8,74.7,66.7,0,0,0,,0,0,31.7,19.7,174.1,1015.3,19.6,9.9,202.8,17.5,10,75,2023-08-03T06:42:06,2023-08-03T20:12:59,0.57,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-04,100.4,82.3,88.4,106.7,90.7,97,74.3,65.8,0,0,0,,0,0,30,23.1,191.5,1013.9,26.5,9.9,206,17.8,9,100,2023-08-04T06:42:41,2023-08-04T20:12:12,0.6,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-08-05,99.7,80.7,88.3,106.2,87.4,96.8,74.4,66.3,0,0,0,,0,0,27.7,20.7,195.1,1014.3,25.4,9.8,202.2,17.7,10,75,2023-08-05T06:43:17,2023-08-05T20:11:25,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
